1621202296649,TYPE_THUMB,133.76623595108657,22.889857578660113,18.577709853726358,TYPE_INDEX,157.6083499660934,2.4930070942236067,1.7081169729686492,TYPE_MIDDLE,149.97575017238756,1.5865895515007278,1.1322875229852634,TYPE_RING,146.86566451495727,6.4542756217759365,4.715259513332384,TYPE_PINKY,147.92195327009975,8.526385541889024,5.997668511137298,HAND,0.34250617,-0.16855554,-2.6963048
1621202296733,TYPE_THUMB,129.8286865360876,25.224563086037627,14.11311913670709,TYPE_INDEX,156.37353372642514,3.171138157100091,2.1865960568769607,TYPE_MIDDLE,149.3283985032321,3.414492674585768,2.4546333839191825,TYPE_RING,145.65285514479478,6.435107549643941,4.7082747911324,TYPE_PINKY,145.30541708209458,8.059075097934153,5.750127514577226,HAND,0.37029588,-0.18023464,-2.7027462
1621202296734,TYPE_THUMB,129.3799567679961,25.54484090150328,13.405657533987277,TYPE_INDEX,156.27582104015895,3.295327644797025,2.274860670530331,TYPE_MIDDLE,149.37036318549266,3.6609438290863996,2.632249465077602,TYPE_RING,145.70938179036582,6.561244068141152,4.799916293000107,TYPE_PINKY,145.12393895584734,8.139236759354361,5.817160698639024,HAND,0.37161836,-0.18156302,-2.701363
1621202296742,TYPE_THUMB,128.73923038233553,26.005989661053153,12.561560558242299,TYPE_INDEX,156.0981678198469,3.5363470913602035,2.444885850199928,TYPE_MIDDLE,149.44336424734175,4.039487853927316,2.9052186155873962,TYPE_RING,145.66543635324595,6.884956188098852,5.0411944329780995,TYPE_PINKY,144.88846135402198,8.25542681487274,5.913606384814189,HAND,0.3734711,-0.18340737,-2.699483
1621202296751,TYPE_THUMB,128.18696860680498,26.40161812344239,11.795683762645954,TYPE_INDEX,155.9289840341057,3.766968001798861,2.607744880769712,TYPE_MIDDLE,149.45817209746232,4.336889658315303,3.1208581464118654,TYPE_RING,145.6717611084174,7.208269168876929,5.280233124681975,TYPE_PINKY,144.63387288289894,8.39025987173067,6.0248983409240235,HAND,0.37507555,-0.18513179,-2.697601
1621202296760,TYPE_THUMB,127.65123588906587,26.785992141626732,10.861145690779898,TYPE_INDEX,155.7762883250209,3.9748324294703288,2.754419137770916,TYPE_MIDDLE,149.4582677201107,4.652189973423309,3.3497155873841904,TYPE_RING,145.61638193462693,7.456378351798581,5.4660825719980215,TYPE_PINKY,144.40489762116343,8.526500801331268,6.135456905471727,HAND,0.37631676,-0.18640748,-2.6962843
1621202296769,TYPE_THUMB,127.07215879085385,27.13666942154082,9.691179535959964,TYPE_INDEX,155.63456189974312,4.1644769006439635,2.8881888195524392,TYPE_MIDDLE,149.45455209720222,4.9958304509449905,3.5986943387645494,TYPE_RING,145.53152366437868,7.682014504803599,5.636559824813309,TYPE_PINKY,144.17619556699472,8.681476939825211,6.259933261113801,HAND,0.377267,-0.18766883,-2.694678
1621202296783,TYPE_THUMB,126.54938977215942,27.53607327099378,8.516060857184904,TYPE_INDEX,155.41987539375128,4.365158530629516,3.0311218404357687,TYPE_MIDDLE,149.42541451020296,5.357012988689381,3.862191510999417,TYPE_RING,145.41102546704133,7.893443010561343,5.798024216131941,TYPE_PINKY,144.0011104978106,8.814787718271873,6.3663655376291715,HAND,0.37809613,-0.18882267,-2.693173
1621202296786,TYPE_THUMB,126.01955833786317,27.935885224249645,7.407958286998714,TYPE_INDEX,155.15177680844994,4.591157537434191,3.1931629558524435,TYPE_MIDDLE,149.36548643042525,5.6758184715020725,4.096055907520184,TYPE_RING,145.27671662720218,8.131973706945699,5.980059002796536,TYPE_PINKY,143.807365351814,8.963724261992233,6.484645631033574,HAND,0.37879387,-0.18982042,-2.6918564
1621202296794,TYPE_THUMB,125.44844524022339,28.289082843967467,6.239447816245641,TYPE_INDEX,154.86796878805757,4.827021471834479,3.362141835918559,TYPE_MIDDLE,149.25196868641964,5.948243554755793,4.2976024102093895,TYPE_RING,145.14314544779342,8.376838550011595,6.166500542136259,TYPE_PINKY,143.54869242756732,9.142562520125262,6.627529773375656,HAND,0.37934354,-0.19078332,-2.6904511
